City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
268,Leningradskiy,RU,2022-12-11 17:37:41,69.3833,178.4167,0.63,97,100,14.47
269,Pedreiras,BR,2022-12-11 17:37:41,-4.5688,-44.6003,90.0,52,67,1.45
270,Maroantsetra,MG,2022-12-11 17:37:42,-15.4333,49.7333,76.21,87,95,4.72
271,Maragogi,BR,2022-12-11 17:37:42,-9.0122,-35.2225,81.86,71,27,10.65
272,Bimbo,CF,2022-12-11 17:37:42,4.2567,18.4158,80.35,36,1,2.28
273,Xiaoweizhai,CN,2022-12-11 17:37:43,26.1903,107.5125,44.17,51,100,4.79
274,Santa Isabel Do Rio Negro,BR,2022-12-11 17:38:43,-0.4139,-65.0192,91.24,49,48,5.44
275,Goderich,CA,2022-12-11 17:34:00,43.7501,-81.7165,35.91,93,98,5.75
276,Parrita,CR,2022-12-11 17:38:43,9.5201,-84.3225,87.26,68,58,6.35
277,Mandalgovi,MN,2022-12-11 17:38:44,45.7625,106.2708,4.6,68,89,22.08
278,Richards Bay,ZA,2022-12-11 17:38:44,-28.783,32.0377,75.24,82,95,9.51
279,Vera Cruz,BR,2022-12-11 17:38:44,-12.6333,-41.0333,87.37,60,81,0.98
280,Mathathane,BW,2022-12-11 17:38:45,-22.2687,28.7495,82.74,45,85,17.47
281,Sabang,ID,2022-12-11 17:38:45,5.8933,95.3214,78.4,78,100,6.87
282,Atchison,US,2022-12-11 17:38:45,39.563,-95.1216,34.39,43,26,7.87
283,Aswan,EG,2022-12-11 17:38:45,24.0934,32.907,71.17,21,0,5.17
284,Goundam,ML,2022-12-11 17:38:46,16.4145,-3.6708,80.76,9,0,10.78
285,Kruisfontein,ZA,2022-12-11 17:38:46,-34.0033,24.7314,72.88,97,92,11.61
286,Riviere-Au-Renard,CA,2022-12-11 17:38:46,48.9957,-64.3971,19.69,55,24,16.17
287,Tank,PK,2022-12-11 17:38:47,32.2217,70.3793,61.74,27,53,2.8
288,Mason City,US,2022-12-11 17:35:40,43.1536,-93.201,34.57,85,100,3.44
289,Sitka,US,2022-12-11 17:38:47,57.0531,-135.33,24.69,74,75,6.91
290,Matiri,TZ,2022-12-11 17:38:48,-10.75,34.9,64.69,82,48,1.45
291,Dunmore Town,BS,2022-12-11 17:38:48,25.5,-76.65,75.49,69,5,4.81
292,Mackenzie,CA,2022-12-11 17:38:48,55.2999,-123.1698,1.62,78,0,0.0
293,Uyemskiy,RU,2022-12-11 17:38:49,64.4743,40.8524,-14.75,84,0,0.0
294,Ossora,RU,2022-12-11 17:38:49,59.2353,163.0719,4.64,80,45,5.93
295,Kpandae,GH,2022-12-11 17:38:49,8.4689,-0.0113,87.26,14,60,2.13
296,Bathsheba,BB,2022-12-11 17:38:50,13.2167,-59.5167,83.01,69,20,9.22
297,Concordia,AR,2022-12-11 17:38:50,-31.393,-58.0209,98.67,28,0,1.14
298,Sao Joao Da Barra,BR,2022-12-11 17:38:50,-21.6403,-41.0511,87.89,82,61,8.5
299,Port Hardy,CA,2022-12-11 17:38:51,50.6996,-127.4199,30.38,100,20,5.75
300,Trat,TH,2022-12-11 17:38:51,12.5,102.5,76.87,79,54,3.2
301,Iaciara,BR,2022-12-11 17:38:51,-14.0958,-46.6317,85.71,53,65,1.88
302,Vangaindrano,MG,2022-12-11 17:38:52,-23.35,47.6,74.62,89,70,7.43
303,Soyo,AO,2022-12-11 17:38:52,-6.1349,12.3689,77.47,86,69,6.29
304,Lincoln,US,2022-12-11 17:35:41,40.8,-96.667,43.14,68,32,7.0
305,Mokhsogollokh,RU,2022-12-11 17:38:52,61.4681,128.9203,-49.36,100,88,3.47
306,Lazaro Cardenas,MX,2022-12-11 17:38:53,17.9583,-102.2,82.38,62,18,5.88
307,Cairns,AU,2022-12-11 17:38:53,-16.9167,145.7667,76.95,89,56,9.22
308,Ahvaz,IR,2022-12-11 17:38:53,31.3203,48.6693,62.55,45,0,4.61
309,Rincon,US,2022-12-11 17:38:54,32.296,-81.2354,66.16,70,75,3.44
310,Riyadh,SA,2022-12-11 17:36:09,24.6877,46.7219,60.94,37,1,7.11
311,Niono,ML,2022-12-11 17:38:54,14.2526,-5.993,82.78,10,0,8.14
312,Irpa Irpa,BO,2022-12-11 17:38:55,-17.7167,-66.2667,71.26,29,100,6.49
313,Nhulunbuy,AU,2022-12-11 17:38:55,-12.2333,136.7667,83.01,74,100,5.75
314,Korgen,NO,2022-12-11 17:38:55,66.0771,13.8153,14.13,85,7,6.85
315,Vila Velha,BR,2022-12-11 17:38:56,-20.3297,-40.2925,85.95,85,40,17.27
316,Abu Kamal,SY,2022-12-11 17:38:56,34.4506,40.9171,57.81,49,60,7.02
317,Dong Hoi,VN,2022-12-11 17:38:56,17.4833,106.6,66.67,88,100,6.82
318,Limenaria,GR,2022-12-11 17:38:57,40.6261,24.5786,58.95,75,32,14.54
319,Dawei,MM,2022-12-11 17:39:57,14.0833,98.2,73.81,91,36,3.83
320,Shenkursk,RU,2022-12-11 17:39:57,62.1091,42.896,-1.89,97,23,3.78
321,Henties Bay,NA,2022-12-11 17:39:57,-22.116,14.2845,62.22,91,40,7.94
322,High Level,CA,2022-12-11 17:35:01,58.5169,-117.136,-11.09,77,100,6.91
323,Manyana,BW,2022-12-11 17:39:58,-23.4,21.7167,77.9,53,30,13.6
324,Fortuna,US,2022-12-11 17:39:58,40.5982,-124.1573,41.67,97,0,6.91
325,Kolosovka,RU,2022-12-11 17:39:58,56.4678,73.611,-6.36,99,76,6.78
326,Brae,GB,2022-12-11 17:39:59,60.3964,-1.353,38.41,80,100,15.14
327,Yar-Sale,RU,2022-12-11 17:39:59,66.8333,70.8333,-18.11,99,40,8.12
328,Huarmey,PE,2022-12-11 17:39:12,-10.0681,-78.1522,72.77,74,99,9.13
329,Tayoltita,MX,2022-12-11 17:40:00,24.0833,-105.9333,79.21,22,2,5.23
330,Horadiz,AZ,2022-12-11 17:40:00,39.4488,47.3353,41.77,81,1,0.83
331,Mnogovershinnyy,RU,2022-12-11 17:40:00,53.9353,139.9242,-10.41,81,11,5.77
332,Rawson,AR,2022-12-11 17:36:15,-43.3002,-65.1023,66.16,43,38,24.4
333,Nador,MA,2022-12-11 17:40:01,35.174,-2.9287,68.25,73,40,17.27
334,Kenai,US,2022-12-11 17:40:01,60.5544,-151.2583,23.14,93,100,17.27
335,Juarez,MX,2022-12-11 17:40:01,31.7333,-106.4833,57.69,41,0,11.5
336,Cangucu,BR,2022-12-11 17:40:02,-31.395,-52.6756,87.01,25,34,2.68
337,Christchurch,NZ,2022-12-11 17:35:46,-43.5333,172.6333,55.47,89,20,2.3
338,Birigui,BR,2022-12-11 17:40:02,-21.2886,-50.34,84.67,58,98,4.79
339,Naze,JP,2022-12-11 17:37:12,28.3667,129.4833,59.92,66,72,14.38
340,Arandis,NA,2022-12-11 17:40:03,-22.4167,14.9667,63.36,71,0,9.91
341,Cockburn Town,TC,2022-12-11 17:39:01,21.4612,-71.1419,80.56,54,40,13.8
342,Ambatolampy,MG,2022-12-11 17:40:03,-19.3833,47.4167,59.74,95,89,4.34
343,Sault Sainte Marie,CA,2022-12-11 17:37:19,46.5168,-84.3333,28.96,80,100,0.0
344,Rapar,IN,2022-12-11 17:40:03,23.5667,70.6333,72.41,31,0,7.94
345,Dunmore East,IE,2022-12-11 17:40:04,52.1514,-6.9861,34.09,79,20,10.36
346,Sinegorye,RU,2022-12-11 17:40:04,62.0788,150.477,-36.27,99,92,2.46
347,Letka,RU,2022-12-11 17:40:04,59.6011,49.4232,15.13,98,99,3.85
348,Forrest City,US,2022-12-11 17:40:05,35.0081,-90.7898,52.65,77,100,10.04
349,San Joaquin,US,2022-12-11 17:40:05,37.9333,-121.3011,50.09,84,20,12.66
350,Anadyr,RU,2022-12-11 17:40:05,64.75,177.4833,5.5,84,100,26.84
351,Garowe,SO,2022-12-11 17:36:48,8.4054,48.4845,73.69,47,7,18.32
352,Yashkul,RU,2022-12-11 17:40:06,46.1711,45.3435,36.77,79,55,19.55
353,Nisia Floresta,BR,2022-12-11 17:40:06,-6.0911,-35.2086,88.61,54,13,13.09
354,Keuruu,FI,2022-12-11 17:40:07,62.2667,24.7,21.79,94,100,8.34
355,Viedma,AR,2022-12-11 17:40:07,-40.8135,-62.9967,77.36,18,0,19.75
356,Mursalimkino,RU,2022-12-11 17:40:07,55.0379,58.5585,22.21,61,100,13.27
357,Varhaug,NO,2022-12-11 17:40:07,58.6147,5.6457,30.88,61,100,27.2
358,Beidao,CN,2022-12-11 17:40:08,34.5686,105.8933,26.11,47,86,2.66
359,Buala,SB,2022-12-11 17:40:08,-8.145,159.5921,79.5,83,96,6.46
360,Bilma,NE,2022-12-11 17:40:08,18.6853,12.9164,73.58,13,61,5.97
361,Sideropolis,BR,2022-12-11 17:40:09,-28.5978,-49.4244,85.23,64,78,5.82
362,Sovetsk,RU,2022-12-11 17:40:09,55.0839,21.8785,23.07,90,100,12.62
363,Nokaneng,BW,2022-12-11 17:40:09,-19.6667,22.2667,80.4,50,97,8.48
364,Derzhavinsk,KZ,2022-12-11 17:40:10,51.1,66.3167,4.39,83,36,8.59
365,Cabinda,AO,2022-12-11 17:40:10,-5.55,12.2,77.14,83,75,5.75
366,Dunedin,NZ,2022-12-11 17:37:30,-45.8742,170.5036,53.8,93,81,1.99
367,Canilla,GT,2022-12-11 17:40:11,15.1667,-90.85,76.35,49,0,4.18
368,Ocho Rios,JM,2022-12-11 17:41:11,18.4025,-77.1048,80.83,67,11,10.83
369,West Fargo,US,2022-12-11 17:37:31,46.875,-96.9004,25.99,78,0,10.36
370,Gloversville,US,2022-12-11 17:41:11,43.0528,-74.3438,29.98,94,100,8.05
371,Manokwari,ID,2022-12-11 17:41:12,-0.8667,134.0833,77.83,80,100,2.98
372,San Ramon De La Nueva Oran,AR,2022-12-11 17:41:12,-23.1322,-64.326,92.43,43,100,1.36
373,Turayf,SA,2022-12-11 17:41:12,31.6725,38.6637,53.85,76,0,9.22
374,Sioux City,US,2022-12-11 17:41:13,42.5,-96.4003,35.85,70,0,9.22
375,Wolgast,DE,2022-12-11 17:41:13,54.05,13.7667,32.02,95,92,5.21
376,Presidencia Roque Saenz Pena,AR,2022-12-11 17:41:13,-26.7852,-60.4388,91.24,49,100,2.89
377,Maceio,BR,2022-12-11 17:41:14,-9.6658,-35.7353,87.24,66,40,14.97
378,Husavik,IS,2022-12-11 17:41:14,66.0449,-17.3389,23.94,88,57,12.48
379,Monrovia,LR,2022-12-11 17:41:14,6.3005,-10.7969,83.97,76,14,9.17
380,Melfort,CA,2022-12-11 17:41:15,52.8667,-104.6177,24.93,58,100,6.91
381,Troitskiy,RU,2022-12-11 17:41:15,57.0603,63.7481,22.1,94,100,11.14
382,Toila,EE,2022-12-11 17:41:15,59.4236,27.5025,22.05,86,100,18.77
383,Mahebourg,MU,2022-12-11 17:41:16,-20.4081,57.7,77.29,73,40,6.91
384,Ural,RU,2022-12-11 17:41:16,55.9078,94.7464,-11.0,92,82,6.58
385,Praia Da Vitoria,PT,2022-12-11 17:38:29,38.7333,-27.0667,66.45,82,40,29.06
386,Puerto Madryn,AR,2022-12-11 17:41:16,-42.7692,-65.0385,74.95,20,47,26.53
387,Jiangyou,CN,2022-12-11 17:41:17,31.7667,104.7167,45.01,85,95,1.25
388,Sinnamary,GF,2022-12-11 17:41:17,5.3833,-52.95,75.2,92,95,2.3
389,Taksimo,RU,2022-12-11 17:41:17,56.3444,114.8794,-4.07,92,100,3.98
390,Lake Charles,US,2022-12-11 17:37:00,30.2131,-93.2044,67.98,94,100,10.36
391,Garissa,KE,2022-12-11 17:41:18,-0.4536,39.6401,79.63,72,85,12.08
392,Qasigiannguit,GL,2022-12-11 17:41:18,68.8193,-51.1922,16.05,71,76,4.68
393,Zyryanka,RU,2022-12-11 17:41:18,65.75,150.85,-39.69,95,68,8.3
394,Itamarandiba,BR,2022-12-11 17:41:19,-17.8572,-42.8589,76.95,66,99,3.85
395,Englehart,CA,2022-12-11 17:41:19,47.8169,-79.8664,14.02,79,0,5.75
396,Gayny,RU,2022-12-11 17:41:20,60.3071,54.3241,16.81,96,100,3.13
397,Saint Anthony,US,2022-12-11 17:41:20,45.0205,-93.218,35.91,85,100,1.01
398,Baykit,RU,2022-12-11 17:41:20,61.67,96.37,-22.99,98,72,3.02
399,Mitchell,US,2022-12-11 17:40:57,43.7094,-98.0298,30.11,80,0,18.41
400,George,ZA,2022-12-11 17:41:21,-33.963,22.4617,69.35,100,100,11.5
401,Bartica,GY,2022-12-11 17:41:21,6.4,-58.6167,82.72,87,54,4.68
402,Laguna,US,2022-12-11 17:41:21,38.421,-121.4238,47.28,90,100,14.97
403,Lata,PT,2022-12-11 17:41:22,40.1629,-8.3327,54.91,97,100,1.59
404,Puri,IN,2022-12-11 17:41:22,19.8,85.85,70.32,60,4,1.92
405,Upata,VE,2022-12-11 17:41:22,8.0086,-62.3989,83.19,73,86,2.24
406,Bambanglipuro,ID,2022-12-11 17:41:23,-7.95,110.2833,76.39,88,100,2.42
407,Road Town,VG,2022-12-11 17:41:23,18.4167,-64.6167,84.24,70,40,9.22
408,Port Keats,AU,2022-12-11 17:39:09,-14.25,129.55,84.09,78,93,11.12
409,San Jeronimo,PE,2022-12-11 17:41:23,-11.9472,-75.2829,58.37,58,100,8.3
410,Marsh Harbour,BS,2022-12-11 17:41:24,26.5412,-77.0636,75.67,69,0,1.03
411,Nizwa,OM,2022-12-11 17:41:24,22.9333,57.5333,66.07,58,2,6.44
412,Iida,JP,2022-12-11 17:41:24,35.5197,137.8207,36.03,97,52,5.1
413,Shingu,JP,2022-12-11 17:42:24,33.7333,135.9833,44.56,75,58,9.01
414,Ovalle,CL,2022-12-11 17:38:13,-30.5983,-71.2003,83.91,40,14,11.56
415,Antofagasta,CL,2022-12-11 17:42:25,-23.65,-70.4,70.88,64,94,7.76
416,Gazojak,TM,2022-12-11 17:42:25,41.1875,61.4036,26.87,38,0,7.85
417,Cayenne,GF,2022-12-11 17:42:26,4.9333,-52.3333,86.04,66,20,10.36
418,Ixtapa,MX,2022-12-11 17:37:29,20.7,-105.2,80.22,61,0,3.0
419,Flin Flon,CA,2022-12-11 17:38:35,54.7682,-101.865,12.04,85,100,4.61
420,Smithers,CA,2022-12-11 17:42:26,54.7804,-127.1743,17.92,93,75,2.3
421,Alexandria,EG,2022-12-11 17:40:13,31.2156,29.9553,67.03,59,65,3.56
422,Makat,KZ,2022-12-11 17:42:27,47.6469,53.3463,21.67,56,0,14.23
423,Tirumullaivasal,IN,2022-12-11 17:42:27,11.2333,79.8333,75.94,88,37,5.86
424,Saint-Georges,GD,2022-12-11 17:42:27,12.0564,-61.7485,83.88,58,20,9.22
425,Uchkent,RU,2022-12-11 17:42:28,43.1143,47.0826,44.24,81,81,21.21
426,Mitsamiouli,KM,2022-12-11 17:42:28,-11.3847,43.2844,81.59,77,81,9.08
427,Havoysund,NO,2022-12-11 17:42:28,70.9963,24.6622,21.43,82,30,8.93
428,Mount Isa,AU,2022-12-11 17:42:29,-20.7333,139.5,71.37,30,0,2.3
429,Bergerac,FR,2022-12-11 17:42:29,44.8333,0.5,35.78,86,0,2.3
430,Antigonish,CA,2022-12-11 17:42:29,45.6169,-61.9986,28.15,77,100,1.99
431,Emerald,AU,2022-12-11 17:38:04,-23.5333,148.1667,71.35,85,10,11.56
432,Vestmannaeyjar,IS,2022-12-11 17:42:30,63.4427,-20.2734,38.39,70,0,21.85
433,Dukhovshchina,RU,2022-12-11 17:42:30,55.1919,32.4111,31.64,97,100,14.94
434,Hurfeish,IL,2022-12-11 17:42:30,33.0171,35.3484,56.86,68,99,6.44
435,Kota Kinabalu,MY,2022-12-11 17:42:31,5.9749,116.0724,73.38,100,20,3.44
436,Stepnogorsk,KZ,2022-12-11 17:42:31,52.3544,71.8869,9.66,78,100,12.21
437,Amahai,ID,2022-12-11 17:42:31,-3.3333,128.9167,78.84,85,100,4.0
438,Tuatapere,NZ,2022-12-11 17:42:32,-46.1333,167.6833,51.44,94,43,2.42
439,Lukovetskiy,RU,2022-12-11 17:42:32,64.2956,41.9211,-11.18,99,11,2.21
440,Shushenskoye,RU,2022-12-11 17:42:32,53.325,91.9356,8.44,93,100,7.58
441,Nara,JP,2022-12-11 17:40:14,34.6851,135.8049,44.91,69,44,7.31
442,Sanghar,PK,2022-12-11 17:42:33,26.0466,68.9481,68.56,32,0,9.35
443,Kolondieba,ML,2022-12-11 17:42:33,11.0882,-6.8926,84.02,13,51,5.84
444,Khor,RU,2022-12-11 17:42:33,47.8861,134.9464,-3.68,97,39,3.38
445,Maningrida,AU,2022-12-11 17:42:34,-12.0667,134.2667,81.43,69,93,5.84
446,Margate,GB,2022-12-11 17:42:34,51.3813,1.3862,37.69,94,100,3.0
447,Salalah,OM,2022-12-11 17:42:34,17.0151,54.0924,80.69,39,0,10.36
448,Beringovskiy,RU,2022-12-11 17:42:35,63.05,179.3167,-1.97,92,61,9.4
449,Constitucion,CL,2022-12-11 17:42:06,-35.3333,-72.4167,71.58,50,41,20.98
450,San Javier,ES,2022-12-11 17:42:35,37.8063,-0.8374,58.71,82,40,5.75
451,Kalaleh,IR,2022-12-11 17:42:36,37.3807,55.4916,44.2,81,0,4.61
452,Brownwood,US,2022-12-11 17:38:03,31.7093,-98.9912,55.4,95,40,3.44
453,Viramgam,IN,2022-12-11 17:42:36,23.1225,72.0484,68.92,33,7,8.28
454,Labuan,MY,2022-12-11 17:42:36,5.2767,115.2417,79.16,94,20,0.0
455,Nanortalik,GL,2022-12-11 17:42:37,60.1432,-45.2371,28.35,81,99,6.13
456,Tacna,PE,2022-12-11 17:43:37,-18.0056,-70.2483,80.8,39,0,10.36
457,Joensuu,FI,2022-12-11 17:43:37,62.6012,29.7632,9.09,92,20,6.91
458,Ouadda,CF,2022-12-11 17:43:38,8.0777,22.4007,74.1,21,6,5.28
459,Qaqortoq,GL,2022-12-11 17:38:50,60.7167,-46.0333,18.91,69,37,8.81
460,Mehamn,NO,2022-12-11 17:43:38,71.0357,27.8492,17.55,73,0,12.66
461,Taoudenni,ML,2022-12-11 17:43:38,22.6783,-3.9836,81.01,11,0,2.17
462,Tigre,AR,2022-12-11 17:43:39,-34.426,-58.5796,101.21,44,0,17.27
463,Zhangye,CN,2022-12-11 17:43:39,38.9342,100.4517,14.31,66,26,4.56
464,Hwange,ZW,2022-12-11 17:43:39,-18.3693,26.5019,77.02,62,37,3.0
465,Biak,ID,2022-12-11 17:43:40,-0.9131,122.8766,75.34,86,91,1.74
466,Erenhot,CN,2022-12-11 17:43:40,43.6475,111.9767,14.7,61,76,30.4
467,Pioner,RU,2022-12-11 17:43:40,55.3166,85.9508,-4.56,83,40,2.24
468,Ozernovskiy,RU,2022-12-11 17:43:41,51.5,156.5167,27.21,61,100,17.45
469,Dubbo,AU,2022-12-11 17:43:41,-32.25,148.6167,78.93,36,100,19.57
470,Acari,PE,2022-12-11 17:43:41,-15.4311,-74.6158,80.89,55,89,11.61
471,Vershino-Shakhtaminskiy,RU,2022-12-11 17:43:42,51.3012,117.8868,2.7,97,100,2.86
472,Totoro,CO,2022-12-11 17:43:42,2.512,-76.4012,60.37,77,71,0.76
473,Chenghai,CN,2022-12-11 17:43:42,23.4632,116.768,58.91,72,40,4.47
474,San Policarpo,PH,2022-12-11 17:43:43,12.1791,125.5072,76.35,90,100,3.74
475,Carlos Chagas,BR,2022-12-11 17:43:43,-17.7031,-40.7664,86.83,62,86,6.35
476,Ndele,CF,2022-12-11 17:42:51,8.4109,20.6473,78.57,16,0,4.72
477,Port Augusta,AU,2022-12-11 17:43:43,-32.5,137.7667,55.06,65,10,14.9
478,Sirnak,TR,2022-12-11 17:43:44,37.5228,42.4594,39.27,62,32,1.86
479,Kobayashi,JP,2022-12-11 17:43:44,31.9833,130.9833,40.12,79,2,2.53
480,Laukaa,RU,2022-12-11 17:43:44,58.7372,29.8453,18.16,91,100,11.21
481,Kedrovyy,RU,2022-12-11 17:43:45,56.1667,91.8167,-16.19,100,78,1.1
482,Mana,GF,2022-12-11 17:43:45,5.6592,-53.7767,76.73,89,86,7.76
483,Nalut,LY,2022-12-11 17:43:45,30.3333,10.85,61.29,37,99,9.33
484,Meadow Lake,US,2022-12-11 17:43:46,34.8014,-106.5436,56.66,38,0,10.8
485,Upington,ZA,2022-12-11 17:43:46,-28.4478,21.2561,88.18,37,40,12.66
486,Baraboo,US,2022-12-11 17:43:46,43.4711,-89.7443,36.23,91,100,3.44
487,Touros,BR,2022-12-11 17:43:45,-5.1989,-35.4608,84.07,64,7,13.85
488,Ketchikan,US,2022-12-11 17:43:47,55.3422,-131.6461,30.18,80,20,5.75
489,Sauk Rapids,US,2022-12-11 17:43:47,45.5919,-94.1661,32.9,82,100,3.44
490,Vao,NC,2022-12-11 17:43:47,-22.6667,167.4833,77.0,70,31,11.1
491,Lorengau,PG,2022-12-11 17:43:48,-2.0226,147.2712,81.01,77,57,5.06
492,Vikarabad,IN,2022-12-11 17:41:49,17.3333,77.9,67.19,90,53,8.32
493,Vodyane,UA,2022-12-11 17:43:48,47.4875,34.4924,52.12,84,100,22.24
494,Smidovich,RU,2022-12-11 17:43:48,48.6,133.8167,-7.47,99,17,3.04
495,Kakonko,TZ,2022-12-11 17:43:49,-3.2828,30.9642,65.21,93,100,1.83
496,Ararangua,BR,2022-12-11 17:43:49,-28.9347,-49.4858,81.16,73,83,9.71
497,Awjilah,LY,2022-12-11 17:44:49,29.1081,21.2869,67.84,50,66,10.56
498,Codrington,AU,2022-12-11 17:44:50,-38.2667,141.9667,50.29,81,71,11.48
499,Deer Lake,CA,2022-12-11 17:44:50,49.1667,-57.4316,22.86,58,20,5.75
500,Nago,JP,2022-12-11 17:44:50,26.5881,127.9761,65.25,77,94,16.08
501,Neuhof,DE,2022-12-11 17:44:51,50.4531,9.6175,29.46,88,99,2.64
502,Puerto Palomas,MX,2022-12-11 17:44:51,31.7667,-107.6167,59.31,33,0,5.88
503,Bahir Dar,ET,2022-12-11 17:44:51,11.5936,37.3908,65.41,64,81,2.46
504,Ende,ID,2022-12-11 17:44:52,-8.8432,121.6623,78.76,84,95,1.97
505,Highland Springs,US,2022-12-11 17:44:52,37.546,-77.3278,53.06,76,100,3.44
506,Gimli,CA,2022-12-11 17:44:03,50.6336,-96.9907,30.22,93,100,5.75
507,San Martin,AR,2022-12-11 17:44:52,-33.081,-68.4681,90.14,24,7,10.13
508,Arlit,NE,2022-12-11 17:44:53,18.7369,7.3853,76.68,10,73,7.36
509,Mackay,AU,2022-12-11 17:44:53,-21.15,149.2,74.68,80,14,6.76
510,Ulaangom,MN,2022-12-11 17:44:53,49.9811,92.0667,-7.49,94,100,1.3
511,Tromso,NO,2022-12-11 17:44:54,69.6496,18.957,22.37,86,0,3.44
512,Novo Aripuana,BR,2022-12-11 17:44:54,-5.1206,-60.3797,96.82,33,83,4.81
513,Rurrenabaque,BO,2022-12-11 17:44:54,-14.4413,-67.5278,89.24,63,87,4.99
514,Samarai,PG,2022-12-11 17:44:54,-10.6167,150.6667,82.58,79,68,6.96
515,Tarata,BO,2022-12-11 17:44:55,-17.6167,-66.0167,67.08,36,100,6.78
516,Katyuzhanka,UA,2022-12-11 17:44:55,50.806,30.1376,50.0,95,100,15.39
517,Xining,CN,2022-12-11 17:44:55,36.6167,101.7667,14.52,69,3,4.63
518,Laon,FR,2022-12-11 17:44:56,49.5667,3.6667,28.18,84,66,5.19
519,Flic En Flac,MU,2022-12-11 17:44:56,-20.2742,57.3631,77.56,78,23,9.6
520,Gariaband,IN,2022-12-11 17:44:56,20.635,82.0614,68.74,77,55,2.68
521,Tyrma,RU,2022-12-11 17:44:57,50.0833,132.1667,-18.53,100,83,2.1
522,Clyde River,CA,2022-12-11 17:42:48,70.4692,-68.5914,-1.97,84,100,0.0
523,Delijan,IR,2022-12-11 17:44:57,33.9905,50.6838,40.5,53,1,1.25
524,Slave Lake,CA,2022-12-11 17:44:57,55.2834,-114.769,-2.22,78,100,20.71
525,Oktyabrskoye,RU,2022-12-11 17:44:58,43.0645,44.7417,26.74,100,100,2.24
526,Bara,NG,2022-12-11 17:44:58,10.3744,10.7288,78.01,19,19,7.94
527,Aguada De Pasajeros,CU,2022-12-11 17:44:58,22.385,-80.8508,87.53,33,1,6.62
528,San Andres,CO,2022-12-11 17:44:59,12.5847,-81.7006,86.02,58,20,16.11
529,Lakinsk,RU,2022-12-11 17:44:59,56.0193,39.9485,32.49,99,100,7.81
530,Albury,AU,2022-12-11 17:44:59,-36.0833,146.9167,63.01,100,100,8.99
531,Hunchun,CN,2022-12-11 17:45:00,42.8675,130.3581,14.41,81,18,1.88
532,Port Moresby,PG,2022-12-11 17:44:18,-9.4431,147.1797,74.62,100,40,11.5
533,Moose Factory,CA,2022-12-11 17:45:00,51.2585,-80.6094,4.98,72,0,6.91
534,Manosque,FR,2022-12-11 17:45:00,43.8288,5.7869,31.57,53,39,3.24
535,Mogok,MM,2022-12-11 17:45:01,22.9167,96.5,54.45,72,0,1.72
536,Topeka,US,2022-12-11 17:43:22,39.0483,-95.678,35.38,96,100,10.36
537,Djibo,BF,2022-12-11 17:45:01,14.1022,-1.6306,79.16,10,87,9.13
